titulo,parceiro,depositario,loc_celebracao,pais_celebracao,data,temas,status,n_registro_onu,vigor_int_em,expirou_em,pdf_url
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha para a Implementação do Projeto de Cooperação Técnica ""Regulação do Mercado para Financiamento Verde e Títulos Verdes"".",Alemanha,NA,Brasília,Brasil,31/10/2018,Comércio; Cooperação Técnica,Em Vigor,NA,31/10/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/29046
"Programa Executivo entre a República federativa do Brasil e a Organização das Nações Unidas Para a Alimentação e a Agricultura, fundamentado no Acordo Básico de Assistência Técnica entre a República Federativa do Brasil e a Organização das Nações Unidas, suas agências especializadas e a AIEA para implementar o projeto ""Promoção de Políticas Públicas de Desenvolvimento Regional"" (UTF/BRA/088/BRA).",FAO (Org. das Nações Unidas para Agricultura e Alimentação ),NA,Brasília,Brasil,08/08/2018,Cooperação Técnica,Em Vigor,NA,07/11/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/28960
"Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala para a Implementação do Projeto ""Apoio Técnico para Implantação e Funcionamento do Programa de Certificação da Qualidade da Rede Global de Bancos de Leite Humano da Guatemala.""",Guatemala,NA,Cidade da Guatemala,Guatemala,04/10/2018,Cooperação Técnica; Cooperação Científica e Tecnológica,Em Vigor,NA,05/12/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/28945
Acordo Entre o Governo da República Federativa do Brasil e o Governo do Grão Ducado de Luxemburgo Sobre Troca e Proteção Mútua de Informação Classificada.,Luxemburgo,NA,Nova Iorque,Estados Unidos,25/09/2018,Defesa e Assuntos Militares,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/28868
Tratado sobre Transferência de Pessoas Condenadas entre a República Federativa do Brasil e a República da Lituânia.,Lituânia,NA,Nova York,Estados Unidos,26/09/2018,Cooperação; Direito Penal,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/28795
"Arranjo, p.t.n., Recíproco entre a República Federativa do Brasil e a República da África do Sul sobre o Exercício de Atividades Remuneradas por parte de Dependentes do Pessoal das Missões Diplomáticas e das Repartições Consulares",África do Sul,NA,Pretória,África do Sul,27/09/2018,Dependentes - Atividades Remuneradas,Em Vigor,NA,27/09/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/28710
"Acordo entre o Governo da República Federativa do Brasil e o Centro Latino-Americano de Física sobre suas Obrigações, Direitos e Privilégios em Território Brasileiro",CLAF - Centro Latino-Americano de Física,NA,Brasília,Brasil,15/12/1989,Cooperação Científica e Tecnológica,Em Vigor,NA,22/11/1991,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/28331
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da África do Sul acerca de Coproduções Audiovisuais,África do Sul,NA,Brasília,Brasil,13/09/2018,Cooperação Artístico-cultural,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/28171
Acordo de Sede para Realização do Simpósio das Nações Unidas / Brasil sobre Tecnologia Espacial Básica,ONU (Organização das Nações Unidas),NA,Viena,Áustria,16/08/2018,Cooperação Técnica; Cooperação Científica e Tecnológica,Em Vigor,NA,16/08/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27915
"Acordo entre o Governo da República Federativa do Brasil e a Secretaria Geral da Organização dos Estados Americanos referente aos Privilégios e Imunidades dos Observadores das Eleições Gerais a celebrarem-se em 7 de Outubro de 2018, em primeiro turno, e 28 de Outubro de 2018, em segundo turno.",OEA - Organização dos Estados Americanos,NA,Brasília,Brasil,23/08/2018,Privilégios e Imunidades,Em Vigor,NA,23/08/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27778
"Emenda, por Troca de Notas, ao Memorando de Entendimento para a Formalização do Direito de Uso e Aproveitamento da Terra e da Cessão de Uso de Terrenos, com Base na Reciprocidade, para as Embaixadas do Brasil em Moçambique e de Moçambique no Brasil.",Moçambique,NA,Maputo,Moçambique,16/12/2008,"Memorando de Entendimento para a Formalização do Direito de Uso e Aproveitamento da Terra e da Cessão de Uso de Terrenos, com Base na Reciprocidade, para as Embaixadas do Brasil em Moçambique e de Moçambique no Brasil; Privilégios e Imunidades",Em Vigor,NA,13/02/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27667
Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai para a Construção de uma Ponte Internacional sobre o Rio Apa entre o Distrito de San Lázaro e o Município de Porto Murtinho.,Paraguai,NA,Assunção,Paraguai,14/08/2018,Transporte Rodoviário; Fronteiras e Soberania Territorial,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27653
Acordo de Cooperação Técnica entre a República Federativa do Brasil e a República Islâmica do Paquistão,Paquistão,NA,Brasília,Brasil,06/08/2018,Cooperação Técnica,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27637
"Protocolo Complementar ao Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Chile sobre Cooperação em Matéria de Defesa, referente ao Intercâmbio de Dados e Serviços de Catalogação da Defesa.",Chile,NA,Brasília,Brasil,09/08/2018,Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Chile sobre Cooperação em Matéria de Defesa; Defesa e Assuntos Militares; Cooperação,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27618
Tratado entre a República Federativa do Brasil e a Ucrânia para a Assistência Jurídica Mútua e Relações Jurídicas em Matéria Civil.,Ucrânia,NA,Brasília,Brasil,02/08/2018,Cooperação; Direito Civil,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27523
Memorando de Entendimento entre o Instituto Rio Branco do Ministério das Relações Exteriores da República Federativa do Brasil e o Instituto Diplomático e das Relações Internacionais do Ministério dos Negócios Estrangeiros da República Argelina Democrática e Popular.,Argélia,NA,Argel,Argélia,23/07/2018,Academias Diplomáticas; Relações Diplomáticas e Consulares; Cooperação,Em Vigor,NA,23/07/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27511
Acordo entre a República Federativa do Brasil e o Novo Banco de Desenvolvimento Relativo à sede do Escritório Regional das Américas do Novo Banco de Desenvolvimento na República Federativa do Brasil,NDB - Novo Banco de Desenvolvimento,NA,Joanesburgo,África do Sul,26/07/2018,Bancos,Em promulgação/Casa Civil,NA,04/08/2020,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27510
Acordo entre a República Federativa do Brasil e os Estados Unidos Mexicanos sobre Cooperação e Assistência Administrativa Mútua em Assuntos Aduaneiros,México,NA,"Puerto Vallarta, Jalisco",México,23/07/2018,"Aduanas, Impostos e Tarifas; Cooperação",Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27504
Memorando de Entendimento entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros e Comunidades da República de Cabo Verde sobre a Implementação de um Sistema de Logística Agrícola em Cabo Verde,Cabo Verde,NA,Ilha do Sal,Cabo Verde,16/07/2018,Agricultura; Cooperação,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27503
"Adendo, por Troca de Notas, ao Memorando de Entendimento sobre Cooperação Consular e Políticas para Comunidades Emigradas entre a República Federativa do Brasil e a República Argentina",Argentina,NA,Buenos Aires ,Brasil,12/07/2018,Relações Diplomáticas e Consulares,Em Vigor,NA,16/07/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27487
"Emenda 2 ao Programa Executivo entre o Governo da República Federativa do Brasil e o Programa das Nações Unidas para o Meio Ambiente Fundamentado no Acordo Básico de Assistência Técnica entre os Estados Unidos do Brasil e a Organização das Nações Unidas, suas Agências Especializadas e a Agência Internacional de Energia Atômica (AIEA), para a Implementação do Projeto ''Desenvolvimento da Avaliação Inicial da Convenção de Minamata sobre Mercúrio no Brasil''",PNUMA - Programa das Nações Unidas para o Meio Ambiente,NA,Brasília,Brasil,25/06/2018,Cooperação Técnica; Meio Ambiente,Em Vigor,NA,25/06/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27462
Memorando de Entendimento para o Estabelecimento de Consultas Políticas entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros do Reino de Bahrein.,Bahrein ,NA,Manama,Bareine,01/07/2018,Consultas Diplomáticas,Em Vigor,NA,01/07/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27388
Memorando de Entendimento para o Estabelecimento de Consultas Políticas em Assuntos de Interesse Comum entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros da República do Iraque,Iraque,NA,Bagdá,Iraque,26/06/2018,Consultas Diplomáticas,Em Vigor,NA,28/08/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27387
"Convenção Literária, Científica e Artística, entre o Governo dos Estados Unidos do Brasil e o Governo Da República Francesa.",França,NA,Rio de Janeiro ,Brasil,15/12/1913,Cooperação Artístico-cultural,Em Vigor,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27384
Acordo para o Estabelecimento do Centro Regional de Educação em Ciência e Tecnologia Espaciais para a América Latina e o Caribe entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos.,México,NA,Brasília,Brasil,11/03/1997,Cooperação Científica e Tecnológica,Em Vigor,NA,13/10/1999,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27396
Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República Socialista do Vietnã,Vietnã,NA,Brasília,Brasil,02/07/2018,Transporte Aéreo,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27368
Tratado sobre Auxílio Jurídico Mútuo em Matéria Penal entre a República Federativa do Brasil e a República de Belarus,Belarus,NA,Minsk,Belarus,18/06/2018,Cooperação; Direito Penal,Tramitação MRE,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27333
Tratado entre a República Federativa do Brasil e a República do Cazaquistão sobre Auxílio Jurídico Mútuo em Matéria Penal,Cazaquistão,NA,Astana,Cazaquistão,20/06/2018,Cooperação; Direito Penal,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27312
Tratado entre a República Federativa do Brasil e a República do Cazaquistão sobre a Transferência de Pessoas Condenadas,Cazaquistão,NA,Astana,Cazaquistão,20/06/2018,Cooperação; Direito Penal,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27311
Tratado entre a República Federativa do Brasil e a República do Cazaquistão sobre a Extradição de Pessoas,Cazaquistão,NA,Astana,Cazaquistão,20/06/2018,Extradição,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27310
"Programa Executivo entre o Governo da República Federativa do Brasil e o Programa das Nações Unidas para o Meio Ambiente fundamentado no Acordo Básico de Assistência Técnica entre os Estados Unidos do Brasil e a Organização das Nações Unidas, suas Agências Especializadas e a Agência Internacional de Energia Atômica (AIEA), para a Implementação do Projeto ""Revisão e Atualização do Plano Nacional de Implementação da Convenção de Estocolmo sobre Poluentes Orgânicos Persistentes (POPs) no Brasil"".",PNUMA - Programa das Nações Unidas para o Meio Ambiente,NA,Brasília,Brasil,14/06/2018,Meio Ambiente,Em Vigor,NA,NA,25/10/2019,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27299
"Acordo entre o Governo da República Federativa do Brasil e a Organização das Nações Unidas para a Educação, Ciência e Cultura - UNESCO a Respeito da Renovação do Centro Regional de Formação em Gestão do Patrimônio ''Centro Lucio Costa'' no Rio de Janeiro como Centro de Categoria 2 sob os Auspícios da UNESCO",UNESCO,NA,Paris,França,13/06/2018,Cooperação Artístico-cultural; Cooperação Educacional e Esportiva,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27269
Emenda ao Acordo entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel (Ministério da Defesa) sobre Proteção de Informações Classificadas e Materiais assinado em Tel Aviv em 24 de novembro de 2010.,Israel,NA,Tel Aviv/Brasília,Brasil,06/06/2018,Acordo entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel sobre Proteção de Informação Classificada e Materiais; Defesa e Assuntos Militares,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27082
Tratado de Comércio e Navegação entre o Império do Brasil e (a Cidade Livre Hanseática de) Hamburgo.,Alemanha,NA,Rio de Janeiro ,Brasil,17/11/1827,"Paz, Amizade, Comércio e Navegação",Expirado,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27075
Tratado de Comércio e Navegação entre o Império do Brasil e (a Cidade Livre Hanseática de) Lubeck.,Alemanha,NA,Lubeck,Alemanha,25/02/1827,"Paz, Amizade, Comércio e Navegação",Expirado,NA,25/02/1827,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27091
Tratado de Reconhecimento por Portugal da Independência do Brasil entre o Império do Brasil e o Reino de Portugal.,Portugal,NA,Rio de Janeiro,Brasil,29/08/1822,Relações Diplomáticas e Consulares,Expirado,NA,NA,NA,NA
Projeto do Tratado de Comércio Brasil - Suécia 1826,Suécia,NA,Rio de Janeiro,Brasil,01/01/1826,Comércio,Expirado,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27070
Tratado de Comércio e Navegação entre o Império do Brasil e (a Cidade Livre e Hanseática de) Bremen - 1827,Alemanha,NA,Rio de Janeiro,Brasil,17/11/1827,"Paz, Amizade, Comércio e Navegação; Comércio",Expirado,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27069
"Tratado de Amizade, Navegação e Comércio entre o Império do Brasil e o Reino da Prússia.",Alemanha,NA,Berlim,Alemanha,17/11/1827,"Paz, Amizade, Comércio e Navegação",Expirado,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27068
"Acordo, por Troca de Notas, sobre a Isenção Bilateral de Vistos de Curta Duração a Portadores de Passaportes Comuns entre o Governo da República Federativa do Brasil e o Governo da República da Indonésia.",Indonésia,NA,Jacarta,Indonésia,11/05/2018,Vistos e Imigração,Em Vigor,NA,10/06/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27086
Memorando de Entendimento entre o Instituto Rio Branco do Ministério das Relações Exteriores da República Federativa do Brasil e a Academia Diplomática do Vietnã do Ministério dos Negócios Estrangeiros da República Socialista do Vietnã Sobre Cooperação Mútua para o Treinamento de Diplomatas.,Vietnã,NA,Hanói,Vietnã,12/05/2018,Academias Diplomáticas; Entendimento,Em Vigor,NA,12/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27023
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República de Botsuana Referente à Cooperação em Assuntos de Defesa,Botsuana,NA,Brasília,Brasil,28/05/2018,Defesa e Assuntos Militares; Entendimento; Cooperação,Em Vigor,NA,28/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27019
Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Indonésia.,Indonésia,NA,Jacarta,Indonésia,11/05/2018,Cooperação Técnica,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27013
Emenda ao Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Indonésia sobre Isenção de Vistos para Portadores de Passaportes Diplomáticos e Oficiais ou de Serviço.,Indonésia,NA,Jacarta,Indonésia,11/05/2018,Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Indonésia sobre Isenção de Vistos para Portadores de Passaportes Diplomáticos e Oficiais ou de Serviço; Vistos e Imigração,Em Vigor,NA,10/06/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/27012
Protocolo,Cingapura,NA,Singapura,Singapura,07/05/2018,"Aduanas, Impostos e Tarifas",Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26876
Acordo entre a República Federativa do Brasil e a República de Cingapura para Eliminar a Dupla Tributação em Relação aos Tributos sobre a Renda e Prevenir a Evasão e a Elisão Fiscais.,Cingapura,NA,Singapura,Singapura,07/05/2018,"Aduanas, Impostos e Tarifas",Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26875
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Dominicana sobre cooperação na Área de Comércio e Investimentos.,República Dominicana,NA,Brasília,Brasil,14/05/2018,Investimento; Comércio,Em Vigor,NA,14/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26835
Acordo entre a República Federativa do Brasil e a República Dominicana sobre Isenção de Vistos de Turismo e Negócios.,República Dominicana,NA,Brasília,Brasil,14/05/2018,"Vistos e Imigração; Turismo, Feira e Exposições",Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26833
Memorando de Entendimento sobre o Estabelecimento do Mecanismo de Consultas Políticas entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério das Relações Exteriores da República Dominicana.,República Dominicana,NA,Brasília,Brasil,14/05/2018,Consultas Diplomáticas,Em Vigor,NA,14/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26831
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Dominicana sobre Cooperação em Matéria de Defesa.,República Dominicana,NA,Brasília,Brasil,14/05/2018,Defesa e Assuntos Militares,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26820
Acordo de Serviços Aéreos entre a República Federativa do Brasil e a República Dominicana.,República Dominicana,NA,Brasília,Brasil,14/05/2018,Transporte Aéreo,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26821
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha para a Implementação do Projeto de Cooperação Técnica ""Proteção e Gestão Sustentável de Terras Indígenas na Amazônia Legal: Fortalecimento das Instâncias e Instrumentos de Governança da Política Nacional de Gestão Territorial e Ambiental de Terras Indígenas (PNGATI)""",Alemanha,NA,Brasília,Brasil,08/05/2018,Meio Ambiente; Cooperação Técnica,Em Vigor,NA,08/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26703
Memorando de entendimento entre o Instituto Rio Branco do Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério das Relações Exteriores da República da Guatemala através da Academia Diplomática sobre Cooperação Acadêmica e Diplomática,Guatemala,NA,Cidade da Guatemala,Guatemala,04/05/2018,Academias Diplomáticas,Em Vigor,NA,10/12/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26700
Protocolo,Suíça,NA,Brasília,Brasil,03/05/2018,"Convenção entre a República Federativa do Brasil e a Confederação Suíça para Eliminar a Dupla Tributação em Relação aos Tributos sobre a Renda e Prevenir a Evasão e a Elisão Fiscais.; Aduanas, Impostos e Tarifas",Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26674
"Acordo Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Suriname para Execução do Projeto ""Evoluindo da Agricultura Itinerante para Sistemas Agroflorestais no Suriname: Segurança Alimentar vindo da Agricultura Sustentável"".",Suriname,NA,Brasília,Brasil,02/05/2018,Acordo Básico de Cooperação Científica e Técnica entre a República Federativa do Brasil e a República do Suriname.; Cooperação Técnica; Cooperação Científica e Tecnológica,Em Vigor,NA,02/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26662
Convenção entre a República Federativa do Brasil e a Confederação Suíça para Eliminar a Dupla Tributação em Relação aos Tributos sobre a Renda e Prevenir a Evasão e a Elisão Fiscais.,Suíça,NA,Brasília,Brasil,03/05/2018,"Protocolo; Aduanas, Impostos e Tarifas",Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26661
Acordo de Cooperação e Facilitação de Investimentos entre a República Federativa do Brasil e a República do Suriname.,Suriname,NA,Brasília,Brasil,02/05/2018,Investimento,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26649
"Acordo Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Suriname para a Execução do Projeto ""Consolidação e Ampliação da Capacidade de Zoneamento Agroecológico e da Educação Ambiental do Suriname"".",Suriname,NA,Brasília,Brasil,02/05/2018,Cooperação Técnica; Cooperação Científica e Tecnológica,Em Vigor,NA,02/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26648
"Acordo Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Suriname para a Execução do Projeto ""Programa de Alimentação Escolar em Koewarasan, District of Wanica"".",Suriname,NA,Brasília,Brasil,02/05/2018,Cooperação Científica e Tecnológica; Cooperação Técnica,Em Vigor,NA,02/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26647
"Acordo Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Suriname para a Execução do Projeto ""Introdução da Produção Sustentável do Açaí no Interior do Suriname"".",Suriname,NA,Brasília,Brasil,02/05/2018,Acordo Básico de Cooperação Científica e Técnica entre a República Federativa do Brasil e a República do Suriname.; Cooperação Científica e Tecnológica; Cooperação Técnica,Em Vigor,NA,02/05/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26646
Acordo Básico de Cooperação Técnica entre o Governo dos Estados Unidos do Brasil e o Governo da República Popular Federativa da Iuguslávia,Sérvia,NA,Rio de Janeiro ,Brasil,11/05/1962,Cooperação Técnica,Em Vigor,12724,14/02/1967,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26633
"Acordo, por Troca de Notas, sobre Cooperação Industrial entre o Governo da República Federativa do Brasil e o Governo da República Socialista Federativa da Iugoslávia",Sérvia,NA,Brasília,Brasil,20/09/1963,Cooperação Industrial,Em Vigor,NA,20/09/1963,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26619
Protocolo entre o Governo da República Federativa do Brasil e o Governo da República da Sérvia Relativo a Mudança do Sistema de Pagamentos Aplicável as Trocas entre os Dois Países para a Moeda Conversível.,Sérvia,NA,Brasília ,Brasil,27/05/1977,Pagamentos e Resgates,Em Vigor,15970,01/10/1977,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26614
Acordo de Contratação Pública entre a República Federativa do Brasil e a República do Chile.,Chile,NA,Brasília,Brasil,27/04/2018,Investimento; Comércio,Substituído,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26611
Protocolo de Investimentos em Instituições Financeiras entre a República Federativa do Brasil e a República do Chile.,Chile,NA,Brasília,Brasil,27/04/2018,Cooperação Financeira; Investimento,Substituído,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26610
Acordo Sobre Serviços Aéreos entre a República Federativa do Brasil e a República do Benim.,Benin,NA,Brasília,Brasil,26/04/2018,Transporte Aéreo,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26601
Memorando de Entendimento entre a República Federativa do Brasil e a República Unida da Tanzânia sobre Consultas Políticas.,Tanzânia,NA,Dar es Salaam,Tanzânia,16/04/2018,Consultas Diplomáticas; Cooperação,Em Vigor,NA,16/04/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26502
Acordo de Cooperação e Facilitação de Investimentos entre a República Federativa do Brasil e a República Democrática Federal da Etiópia.,Etiópia,NA,Adis Abeba,Etiópia,11/04/2018,Investimento; Cooperação,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26476
"Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República Democrática de São Tomé e Príncipe para Implementação do Projeto ""Desenvolvimento de Gestores do Governo da Região Autônoma do Príncipe"".",São Tomé e Príncipe,NA,São Tomé,São Tomé e Príncipe,19/03/2018,Cooperação Técnica; Cooperação Científica e Tecnológica,Em Vigor,NA,19/03/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26474
Tratado de Extradição entre a República Federativa do Brasil e a República Islâmica do Irã.,Irã,NA,Brasília,Brasil,10/04/2018,Extradição,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26467
Memorando de Entendimento entre o Instituto Rio Branco do Ministério das Relações Exteriores da República Federativa do Brasil e a Escola Internacional de Relações Exteriores da República Islâmica do Irã sobre Cooperação Mútua para o Treinamento de Diplomatas,Irã,NA,Brasília,Brasil,10/04/2018,Cooperação; Academias Diplomáticas,Em Vigor,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26468
Tratado de Auxílio Jurídico Mútuo em Matéria Penal entre a República Federativa do Brasil e a República Islâmica do Irã.,Irã,NA,Brasília,Brasil,10/04/2018,Direito Penal; Cooperação,Tramitação MRE,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26465
Tratado sobre a Transferência de Pessoas Condenadas entre a República Federativa do Brasil e a República Islâmica do Irã.,Irã,NA,Brasília,Brasil,10/04/2018,Cooperação; Direito Penal,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/30200
Tratado de Auxílio Jurídico Mútuo em Matéria Civil entre a República Federativa do Brasil e a República Islâmica do Irã.,Irã,NA,Brasília,Brasil,10/04/2018,Cooperação; Direito Civil,Tramitação MRE,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26462
Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia em Matéria de Cooperação para a Agricultura Familiar e o Desenvolvimento Rural.,Colômbia,NA,Brasília,Brasil,20/03/2018,Cooperação Técnica; Agricultura,Em Vigor,NA,20/03/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/26212
