titulo,parceiro,depositario,loc_celebracao,pais_celebracao,data,temas,status,n_registro_onu,vigor_int_em,expirou_em,pdf_url
Acordo entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel na Área de Turismo,Israel,NA,Brasília,Brasil,11/11/2009,"Turismo, Feira e Exposições",Em Vigor,NA,07/07/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7597
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel para a Promoção de Ações Conjuntas em Benefício de Terceiros Países,Israel,NA,Brasília,Brasil,11/11/2009,Cooperação Científica e Tecnológica,Em Vigor,NA,11/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7688
Tratado de Extradição entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel,Israel,NA,Brasília,Brasil,11/11/2009,Extradição,Em Vigor,NA,26/09/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7683
Acordo de Coprodução Cinematográfica entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel,Israel,NA,Brasília,Brasil,11/11/2009,Cooperação Artístico-cultural,Em Vigor,NA,03/01/2017,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7681
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da Colômbia para Implementação do Projeto “Implementação de um Programa de Aproveitamento do Material Reciclável para a Região de Letícia-Tabatinga”,Colômbia,NA,Brasília,Brasil,10/11/2009,Meio Ambiente; Cooperação Técnica,Em Vigor,NA,10/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3906
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da Colômbia para Implementação do Projeto “Fortalecimento no Diagnóstico Molecular e Tipificação das Espécies de Leishmania, sua Georreferenciação e Análise Espacial”",Colômbia,NA,Brasília,Brasil,10/11/2009,Cooperação Técnica,Em Vigor,NA,10/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3922
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da Colômbia para Implementação do Projeto “Plano de Energização Rural Vinculado ao Desenvolvimento Local – Segunda Fase”,Colômbia,NA,Brasília,Brasil,10/11/2009,Energia; Cooperação Técnica,Em Vigor,NA,10/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3923
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da Colômbia para Implementação do Projeto “Cooperação Técnica para o Incremento do Conhecimento sobre a Palma Azeiteira e a Mamona como Fontes de Biomassa para a Produção de Biodiesel,Colômbia,NA,Brasília,Brasil,10/11/2009,Meio Ambiente; Energia; Cooperação Técnica,Em Vigor,NA,10/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3924
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da Colômbia para Implementação do Projeto “Realização de Diagnóstico Turístico no Eixo Apaporis-Tabatinga”,Colômbia,NA,Brasília,Brasil,10/11/2009,Cooperação Técnica,Em Vigor,NA,10/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3926
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da Colômbia para Implementação do Projeto “Intercâmbio de Experiências em Programas e Projetos Turísticos”,Colômbia,NA,Brasília,Brasil,10/11/2009,"Turismo, Feira e Exposições; Cooperação Técnica",Em Vigor,NA,10/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3927
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da Colômbia para Implementação do Projeto “Capacitação de Técnicos Colombianos nas Áreas de Monitoramento Hidrológico, de Qualidade de Água e de Automatização das Redes Hidrológicas e Intercâmbio de Experiências e Conhecimentos sobre Gestão dos Recursos Hídricos”",Colômbia,NA,Brasília,Brasil,10/11/2009,Recursos Naturais; Cooperação Técnica,Em Vigor,NA,10/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3970
"Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo do Reino Unido da Grã-Bretanha e Irlanda do Norte sobre Cooperação em Matéria de Legado Econômico, Social e Material e Legados Referentes a Atividades Físicas e Desportivas, Relativos à Organização das Olimpíadas",Reino Unido,NA,Londres,Reino Unido,04/11/2009,Cooperação Técnica; Entendimento; Cooperação Educacional e Esportiva,Em Vigor,NA,04/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10819
Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai para Implementação do Projeto “Centro de Formação Profissional Brasil – Paraguai em Hernandarias - Fase IV Ampliação e Expansão”,Paraguai,NA,Assunção,Paraguai,03/11/2009,Cooperação Técnica,Em Vigor,NA,03/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10185
"Memorando de Entendimento entre o Ministério das Comunicações da República Federativa do Brasil e o Ministério do Poder Popular para a Ciência, Tecnologia e Indústrias Intermediárias da República Bolivariana da Venezuela, para a Implementação da Radiodifusão de Televisão Digital Terrestre na República Bolivariana da Venezuela",Venezuela,NA,"El Tigre, estado Anzoátegui",Venezuela,30/10/2009,Meios de Comunicação,Em Vigor,NA,30/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12750
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Bolivariana da Venezuela para o Estabelecimento de um Regime de Depósitos Francos,Venezuela,NA,"El Tigre, estado Anzoátegui",Venezuela,30/10/2009,"Aduanas, Impostos e Tarifas; Fronteiras e Soberania Territorial",Em Vigor,NA,30/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12741
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Bolivariana da Venezuela para a Cooperação no Setor Alimentar e nos Setores de Investimento e Comercialização de Alimentos.,Venezuela,NA,"El Tigre, estado Anzoátegui",Venezuela,30/10/2009,Comércio,Em Vigor,NA,30/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12739
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Bolivariana da Venezuela sobre Cooperação Esportiva,Venezuela,NA,El Tigre,Venezuela,30/10/2009,Cooperação Educacional e Esportiva,Em Vigor,50680,19/10/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/13362
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai sobre Cooperação em Matéria de Comunicação Pública,Paraguai,NA,Assunção,Paraguai,27/10/2009,Cooperação Científica e Tecnológica,Em Vigor,NA,27/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9781
"Ajuste Complementar ao Acordo de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo da República Togolesa para Implementação do Projeto “Apoio Institucional ao Ministério da Ação Social pela Luta contra a Exploração Sexual das Crianças e Adolescentes do Togo""..",Togo,NA,Lomé,Togo,24/10/2009,Proteção à Infância; Direitos Humanos; Cooperação Científica e Tecnológica,Em Vigor,NA,24/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11614
"Ajuste Complementar ao Acordo de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo da República Togolesa para Implementação do Projeto ""Apoio à Formação Profissional e Tecnológica do Togo nas Áreas de Formação Pedagógica e Mecânica de Automóveis"".",Togo,NA,Lomé,Togo,24/10/2009,Transporte Rodoviário; Profissões Liberais; Cooperação Científica e Tecnológica,Em Vigor,NA,24/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11618
Acordo entre o Governo da República Federativa do Brasil e o Governo da República de Guiné Equatorial para Cooperação Educacional,Guiné Equatorial,NA,Bata,Guiné Equatorial,23/10/2009,Cooperação Educacional e Esportiva,Em Vigor,NA,18/05/2015,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6866
Memorando de Entendimento entre a República Federativa do Brasil e a República da Guiné Equatorial para a Cooperação em Matéria de Esportes,Guiné Equatorial,NA,Bata,Guiné Equatorial,23/10/2009,Cooperação Educacional e Esportiva,Em Vigor,NA,23/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6855
Memorando de Entendimento entre a República Federativa do Brasil e a República de Guiné Equatorial para Cooperação em Matéria de Saneamento Básico,Guiné Equatorial,NA,Bata,Guiné Equatorial,23/10/2009,Obras Públicas; Saúde; Cooperação Técnica,Em Vigor,NA,23/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6853
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo da República do Haiti para Implementação do Projeto “Formação de Multiplicadores em Técnicas Policiais”,Haiti,NA,Porto Príncipe,Haiti,22/10/2009,Cooperação Técnica; Cooperação Científica e Tecnológica; Segurança Pública,Em Vigor,NA,22/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7252
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Nicarágua para Implementação do Projeto “Plano de Energização Rural para o Desenvolvimento”,Nicarágua,NA,Manágua,Nicarágua,22/10/2009,Energia; Cooperação Técnica,Em Vigor,NA,22/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8869
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Nicarágua para Implementação do Projeto “Apoio Institucional ao Programa de Viviendas de Interés Social”,Nicarágua,NA,Manágua,Nicarágua,22/10/2009,Obras Públicas; Direitos Humanos; Cooperação Técnica,Em Vigor,NA,22/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8871
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Nicarágua para Implementação do Projeto “Capacitação na Cadeia Produtiva da Mandioca na Nicarágua”,Nicarágua,NA,Manágua,Nicarágua,22/10/2009,Produtos Agrícolas; Agricultura; Cooperação Técnica,Em Vigor,NA,22/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8873
"Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Mali sobre o Exercício de Atividade Remunerada por parte de Dependentes do Pessoal Diplomático, Consular, Militar, Administrativo e Técnico",Mali,NA,Bamako,Mali,22/10/2009,Dependentes - Atividades Remuneradas,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8486
"Ajuste Complementar ao Acordo de Cooperação Cultural, Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Mali para a Implementação do Projeto “Fortalecimento da Rizicultura no Mali”",Mali,NA,Bamako,Mali,22/10/2009,Cooperação Científica e Tecnológica,Em Vigor,NA,22/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8545
Acordo entre o Governo da República Federativa do Brasil e as Nações Unidas relativo aos Arranjos para a Quinta Sessão do Fórum Urbano Mundial,ONU (Organização das Nações Unidas),NA,Nairobi,Quênia,21/10/2009,Consultas Diplomáticas,Expirado,NA,21/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9326
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo de Belize na Área da Saúde,Belize,NA,Brasília,Brasil,15/10/2009,Saúde,Expirado,NA,15/10/2009,15/10/2011,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2654
"Memorando de Entendimento entre o Ministério do Desenvolvimento, Indústria e Comércio Exterior da República Federativa do Brasil e o Departamento de Comércio e Indústria da República da África do Sul para Promoção do Comércio e Investimento",África do Sul,NA,Brasília,Brasil,09/10/2009,Comércio,Em Vigor,NA,09/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/50
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da África do Sul sobre Cooperação na Área do Esporte,África do Sul,NA,Brasília,Brasil,09/10/2009,Cooperação Educacional e Esportiva,Em Vigor,NA,09/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/56
Plano de ação entre o Governo da República Federativa do Brasil e o Governo da República da África do Sul sobre Cooperação Esportiva 2009 – 2011,África do Sul,NA,Brasília,Brasil,09/10/2009,Cooperação Educacional e Esportiva,Expirado,NA,09/10/2009,31/12/2011,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/79
Memorando de Entendimento entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério de Relações Exteriores do Reino da Suécia sobre o Estabelecimento de Mecanismo de Consultas Políticas,Suécia,NA,Estocolmo,Suécia,06/10/2009,Consultas Diplomáticas,Em Vigor,NA,06/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11346
"Protocolo Adicional sobre Cooperação em Alta Tecnologia Industrial Inovadora ao Acordo entre o Governo da República Federativa do Brasil e o Governo do Reino da Suécia sobre Cooperação Econômica, Industrial e Tecnológica",Suécia,NA,Estocolmo,Suécia,06/10/2009,Cooperação Industrial; Cooperação Científica e Tecnológica; Cooperação Econômica,Em Vigor,26963,22/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11355
"Memorando de Entendimento entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Serviço Público Federal dos Assuntos Estrangeiros, Comércio Exterior e Cooperação para o Desenvolvimento do Reino da Bélgica sobre o Estabelecimento de um Mecanismo de Consultas Políticas",Bélgica,NA,Bruxelas,Bélgica,04/10/2009,Consultas Diplomáticas,Em Vigor,NA,04/10/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3065
Acordo entre a República Federativa do Brasil e o Reino da Bélgica sobre Transferência de Pessoas Condenadas,Bélgica,NA,Bruxelas,Bélgica,04/10/2009,Direito Penal,Em Vigor,NA,10/05/2017,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/172
